<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.25	06:20:00	1.10357	1.10380	1.10335	1.10347	837	0	0
2022.03.25	06:30:00	1.10344	1.10368	1.10333	1.10344	355	0	0
2022.03.25	06:40:00	1.10346	1.10359	1.10324	1.10344	351	0	0
2022.03.25	06:50:00	1.10345	1.10345	1.10308	1.10319	348	0	0
2022.03.25	07:00:00	1.10318	1.10337	1.10310	1.10321	281	0	0
2022.03.25	07:10:00	1.10321	1.10326	1.10277	1.10281	291	0	0
2022.03.25	07:20:00	1.10281	1.10285	1.10248	1.10260	246	0	0
2022.03.25	07:30:00	1.10260	1.10278	1.10248	1.10266	318	0	0
2022.03.25	07:40:00	1.10265	1.10285	1.10253	1.10280	324	0	0
2022.03.25	07:50:00	1.10280	1.10314	1.10278	1.10286	247	0	0
2022.03.25	08:00:00	1.10285	1.10287	1.10239	1.10265	443	0	0
2022.03.25	08:10:00	1.10266	1.10283	1.10251	1.10269	349	0	0
2022.03.25	08:20:00	1.10269	1.10290	1.10257	1.10278	279	0	0
2022.03.25	08:30:00	1.10277	1.10286	1.10224	1.10242	384	0	0
2022.03.25	08:40:00	1.10243	1.10244	1.10203	1.10206	350	0	0
2022.03.25	08:50:00	1.10206	1.10280	1.10191	1.10279	451	0	0
2022.03.25	09:00:00	1.10278	1.10307	1.10256	1.10261	620	0	0
2022.03.25	09:10:00	1.10262	1.10285	1.10230	1.10271	507	0	0
2022.03.25	09:20:00	1.10271	1.10278	1.10213	1.10253	538	0	0
2022.03.25	09:30:00	1.10253	1.10274	1.10223	1.10254	526	0	0
2022.03.25	09:40:00	1.10254	1.10302	1.10254	1.10280	510	0	0
2022.03.25	09:50:00	1.10280	1.10290	1.10216	1.10233	463	0	0
2022.03.25	10:00:00	1.10230	1.10267	1.10173	1.10177	1059	0	0
2022.03.25	10:10:00	1.10177	1.10180	1.10109	1.10146	1115	0	0
2022.03.25	10:20:00	1.10146	1.10160	1.10118	1.10142	708	0	0
2022.03.25	10:30:00	1.10142	1.10204	1.10139	1.10158	997	0	0
2022.03.25	10:40:00	1.10158	1.10180	1.10136	1.10167	809	0	0
2022.03.25	10:50:00	1.10168	1.10172	1.10132	1.10157	683	0	0
2022.03.25	11:00:00	1.10157	1.10202	1.10069	1.10070	1254	0	0
2022.03.25	11:10:00	1.10070	1.10095	1.10005	1.10093	1007	0	0
2022.03.25	11:20:00	1.10093	1.10126	1.10053	1.10084	665	0	0
2022.03.25	11:30:00	1.10084	1.10119	1.10062	1.10063	593	0	0
2022.03.25	11:40:00	1.10063	1.10130	1.10055	1.10129	533	0	0
2022.03.25	11:50:00	1.10129	1.10135	1.10052	1.10053	536	0	0
2022.03.25	12:00:00	1.10053	1.10065	1.10016	1.10063	507	0	0
2022.03.25	12:10:00	1.10063	1.10088	1.10051	1.10057	385	0	0
2022.03.25	12:20:00	1.10057	1.10066	1.10029	1.10035	355	0	0
2022.03.25	12:30:00	1.10036	1.10083	1.10036	1.10064	418	0	0
2022.03.25	12:40:00	1.10064	1.10108	1.10041	1.10082	526	0	0
2022.03.25	12:50:00	1.10083	1.10147	1.10060	1.10145	556	0	0
2022.03.25	13:00:00	1.10145	1.10167	1.10135	1.10147	536	0	0
2022.03.25	13:10:00	1.10147	1.10156	1.10104	1.10115	447	0	0
2022.03.25	13:20:00	1.10115	1.10199	1.10112	1.10198	550	0	0
2022.03.25	13:30:00	1.10198	1.10224	1.10157	1.10157	581	0	0
2022.03.25	13:40:00	1.10158	1.10179	1.10145	1.10157	516	0	0
2022.03.25	13:50:00	1.10158	1.10187	1.10114	1.10187	563	0	0
2022.03.25	14:00:00	1.10187	1.10187	1.10096	1.10100	621	0	0
2022.03.25	14:10:00	1.10100	1.10122	1.10076	1.10117	527	0	0
2022.03.25	14:20:00	1.10115	1.10127	1.10096	1.10122	441	0	0
2022.03.25	14:30:00	1.10122	1.10164	1.10027	1.10036	632	0	0
2022.03.25	14:40:00	1.10037	1.10125	1.10030	1.10124	566	0	0
2022.03.25	14:50:00	1.10124	1.10149	1.10030	1.10033	923	0	0
2022.03.25	15:00:00	1.10036	1.10087	1.09989	1.10054	830	0	0
2022.03.25	15:10:00	1.10054	1.10064	1.09988	1.10001	966	0	0
2022.03.25	15:20:00	1.10001	1.10058	1.09920	1.10040	1492	0	0
2022.03.25	15:30:00	1.10040	1.10185	1.10030	1.10148	1894	0	0
2022.03.25	15:40:00	1.10148	1.10176	1.10071	1.10153	1597	0	0
2022.03.25	15:50:00	1.10151	1.10178	1.10084	1.10116	1289	0	0
2022.03.25	16:00:00	1.10117	1.10199	1.10100	1.10123	1619	0	0
2022.03.25	16:10:00	1.10120	1.10177	1.10090	1.10112	1096	0	0
2022.03.25	16:20:00	1.10112	1.10129	1.10070	1.10076	764	0	0
2022.03.25	16:30:00	1.10076	1.10247	1.10076	1.10213	935	0	0
2022.03.25	16:40:00	1.10213	1.10216	1.10124	1.10129	799	0	0
2022.03.25	16:50:00	1.10130	1.10207	1.10124	1.10178	879	0	0
2022.03.25	17:00:00	1.10178	1.10217	1.10128	1.10137	995	0	0
2022.03.25	17:10:00	1.10136	1.10137	1.10012	1.10089	1241	0	0
2022.03.25	17:20:00	1.10090	1.10136	1.10041	1.10051	1043	0	0
2022.03.25	17:30:00	1.10052	1.10080	1.09987	1.10054	1195	0	0
2022.03.25	17:40:00	1.10054	1.10069	1.10013	1.10064	906	0	0
2022.03.25	17:50:00	1.10065	1.10096	1.09821	1.09826	1938	0	0
2022.03.25	18:00:00	1.09828	1.09896	1.09826	1.09853	1343	0	0
2022.03.25	18:10:00	1.09853	1.09919	1.09842	1.09890	879	0	0
2022.03.25	18:20:00	1.09890	1.09905	1.09862	1.09903	821	0	0
2022.03.25	18:30:00	1.09903	1.09909	1.09827	1.09827	957	0	0
2022.03.25	18:40:00	1.09827	1.09862	1.09809	1.09855	898	0	0
2022.03.25	18:50:00	1.09855	1.09916	1.09853	1.09876	830	0	0
2022.03.25	19:00:00	1.09876	1.09882	1.09846	1.09867	881	0	0
2022.03.25	19:10:00	1.09867	1.09920	1.09852	1.09883	779	0	0
2022.03.25	19:20:00	1.09883	1.09897	1.09841	1.09888	705	0	0
2022.03.25	19:30:00	1.09888	1.09935	1.09877	1.09909	683	0	0
2022.03.25	19:40:00	1.09910	1.09924	1.09862	1.09920	649	0	0
2022.03.25	19:50:00	1.09918	1.09934	1.09867	1.09909	621	0	0
2022.03.25	20:00:00	1.09909	1.09967	1.09896	1.09948	699	0	0
2022.03.25	20:10:00	1.09949	1.09959	1.09925	1.09938	646	0	0
2022.03.25	20:20:00	1.09938	1.09950	1.09874	1.09877	545	0	0
2022.03.25	20:30:00	1.09878	1.09883	1.09854	1.09877	584	0	0
2022.03.25	20:40:00	1.09876	1.09881	1.09832	1.09837	372	0	0
2022.03.25	20:50:00	1.09839	1.09902	1.09838	1.09867	620	0	0
2022.03.25	21:00:00	1.09867	1.09881	1.09840	1.09841	584	0	0
2022.03.25	21:10:00	1.09842	1.09897	1.09840	1.09892	433	0	0
2022.03.25	21:20:00	1.09892	1.09907	1.09880	1.09901	463	0	0
2022.03.25	21:30:00	1.09902	1.09907	1.09881	1.09898	482	0	0
2022.03.25	21:40:00	1.09899	1.09903	1.09876	1.09889	346	0	0
2022.03.25	21:50:00	1.09890	1.09891	1.09822	1.09832	485	0	0
2022.03.25	22:00:00	1.09832	1.09858	1.09830	1.09848	204	0	0
2022.03.25	22:10:00	1.09848	1.09855	1.09831	1.09831	119	0	0
2022.03.25	22:20:00	1.09831	1.09857	1.09828	1.09831	90	0	0
2022.03.25	22:30:00	1.09829	1.09834	1.09820	1.09824	126	0	0
2022.03.25	22:40:00	1.09824	1.09838	1.09818	1.09835	191	0	0
2022.03.25	22:50:00	1.09835	1.09867	1.09832	1.09854	159	0	0
2022.03.28	00:00:00	1.09842	1.09855	1.09835	1.09855	46	0	29
2022.03.28	00:10:00	1.09842	1.09865	1.09836	1.09855	49	0	22
2022.03.28	00:20:00	1.09854	1.09858	1.09836	1.09855	41	0	24
2022.03.28	00:30:00	1.09836	1.09854	1.09814	1.09846	39	0	19
2022.03.28	00:40:00	1.09846	1.09848	1.09793	1.09812	52	0	18
2022.03.28	00:50:00	1.09811	1.09840	1.09785	1.09825	141	0	29
2022.03.28	01:00:00	1.09831	1.09837	1.09791	1.09796	246	0	7
2022.03.28	01:10:00	1.09793	1.09833	1.09789	1.09831	156	0	7
2022.03.28	01:20:00	1.09831	1.09832	1.09801	1.09806	110	0	11
2022.03.28	01:30:00	1.09805	1.09823	1.09789	1.09819	171	0	11
2022.03.28	01:40:00	1.09819	1.09834	1.09794	1.09822	179	0	10
2022.03.28	01:50:00	1.09822	1.09827	1.09788	1.09807	120	0	11
2022.03.28	02:00:00	1.09805	1.09812	1.09773	1.09805	223	0	0
2022.03.28	02:10:00	1.09805	1.09826	1.09797	1.09822	185	0	0
2022.03.28	02:20:00	1.09822	1.09842	1.09810	1.09822	163	0	0
2022.03.28	02:30:00	1.09822	1.09838	1.09814	1.09835	152	0	0
2022.03.28	02:40:00	1.09832	1.09847	1.09816	1.09819	291	0	0
2022.03.28	02:50:00	1.09824	1.09841	1.09802	1.09816	255	0	0
2022.03.28	03:00:00	1.09818	1.09844	1.09818	1.09837	379	0	0
2022.03.28	03:10:00	1.09838	1.09845	1.09786	1.09794	314	0	0
2022.03.28	03:20:00	1.09794	1.09796	1.09759	1.09777	524	0	0
2022.03.28	03:30:00	1.09776	1.09784	1.09759	1.09763	476	0	0
2022.03.28	03:40:00	1.09763	1.09768	1.09719	1.09731	293	0	0
2022.03.28	03:50:00	1.09730	1.09740	1.09673	1.09710	661	0	0
2022.03.28	04:00:00	1.09710	1.09750	1.09691	1.09733	514	0	0
2022.03.28	04:10:00	1.09733	1.09749	1.09653	1.09659	1280	0	0
2022.03.28	04:20:00	1.09658	1.09676	1.09571	1.09598	1264	0	0
2022.03.28	04:30:00	1.09598	1.09654	1.09591	1.09648	925	0	0
2022.03.28	04:40:00	1.09648	1.09663	1.09536	1.09555	759	0	0
2022.03.28	04:50:00	1.09555	1.09577	1.09536	1.09536	886	0	0
2022.03.28	05:00:00	1.09536	1.09611	1.09531	1.09611	1056	0	0
2022.03.28	05:10:00	1.09610	1.09623	1.09534	1.09546	1050	0	0
2022.03.28	05:20:00	1.09547	1.09555	1.09509	1.09552	618	0	0
2022.03.28	05:30:00	1.09548	1.09592	1.09545	1.09548	599	0	0
2022.03.28	05:40:00	1.09547	1.09559	1.09533	1.09538	472	0	0
2022.03.28	05:50:00	1.09537	1.09559	1.09514	1.09554	687	0	0
2022.03.28	06:00:00	1.09555	1.09590	1.09542	1.09552	457	0	0
2022.03.28	06:10:00	1.09553	1.09587	1.09546	1.09565	368	0	0
2022.03.28	06:20:00	1.09566	1.09566	1.09541	1.09547	225	0	0
2022.03.28	06:30:00	1.09541	1.09556	1.09536	1.09544	321	0	0
2022.03.28	06:40:00	1.09548	1.09548	1.09511	1.09511	274	0	0
2022.03.28	06:50:00	1.09512	1.09555	1.09501	1.09553	578	0	0
2022.03.28	07:00:00	1.09556	1.09565	1.09526	1.09529	472	0	0
2022.03.28	07:10:00	1.09529	1.09538	1.09510	1.09531	441	0	0
2022.03.28	07:20:00	1.09531	1.09546	1.09522	1.09522	228	0	0
2022.03.28	07:30:00	1.09522	1.09524	1.09511	1.09522	282	0	0
2022.03.28	07:40:00	1.09522	1.09557	1.09518	1.09557	255	0	0
2022.03.28	07:50:00	1.09557	1.09560	1.09527	1.09542	307	0	0
2022.03.28	08:00:00	1.09542	1.09542	1.09509	1.09515	251	0	0
2022.03.28	08:10:00	1.09514	1.09530	1.09503	1.09511	291	0	0
2022.03.28	08:20:00	1.09511	1.09526	1.09507	1.09507	247	0	0
2022.03.28	08:30:00	1.09509	1.09515	1.09451	1.09456	431	0	0
2022.03.28	08:40:00	1.09456	1.09470	1.09448	1.09456	309	0	0
2022.03.28	08:50:00	1.09455	1.09519	1.09451	1.09514	568	0	0
2022.03.28	09:00:00	1.09514	1.09530	1.09486	1.09504	882	0	0
2022.03.28	09:10:00	1.09504	1.09559	1.09482	1.09547	890	0	0
2022.03.28	09:20:00	1.09548	1.09598	1.09546	1.09576	686	0	0
2022.03.28	09:30:00	1.09578	1.09649	1.09568	1.09598	963	0	0
2022.03.28	09:40:00	1.09597	1.09628	1.09575	1.09602	789	0	0
2022.03.28	09:50:00	1.09604	1.09656	1.09553	1.09554	1049	0	0
2022.03.28	10:00:00	1.09553	1.09593	1.09512	1.09539	1835	0	0
2022.03.28	10:10:00	1.09539	1.09540	1.09477	1.09509	1275	0	0
2022.03.28	10:20:00	1.09509	1.09571	1.09492	1.09566	1073	0	0
2022.03.28	10:30:00	1.09564	1.09612	1.09536	1.09592	952	0	0
2022.03.28	10:40:00	1.09592	1.09594	1.09513	1.09526	852	0	0
2022.03.28	10:50:00	1.09526	1.09558	1.09481	1.09514	1230	0	0
2022.03.28	11:00:00	1.09513	1.09520	1.09447	1.09496	987	0	0
2022.03.28	11:10:00	1.09495	1.09626	1.09492	1.09604	1222	0	0
2022.03.28	11:20:00	1.09604	1.09661	1.09562	1.09652	1405	0	0
2022.03.28	11:30:00	1.09650	1.09716	1.09600	1.09694	1602	0	0
2022.03.28	11:40:00	1.09694	1.09997	1.09625	1.09916	2000	0	0
2022.03.28	11:50:00	1.09917	1.09989	1.09813	1.09909	2524	0	0
2022.03.28	12:00:00	1.09909	1.09909	1.09797	1.09866	1741	0	0
2022.03.28	12:10:00	1.09867	1.09868	1.09696	1.09727	1578	0	0
2022.03.28	12:20:00	1.09727	1.09805	1.09705	1.09793	1088	0	0
2022.03.28	12:30:00	1.09794	1.09899	1.09779	1.09885	1161	0	0
2022.03.28	12:40:00	1.09883	1.09912	1.09842	1.09854	992	0	0
2022.03.28	12:50:00	1.09854	1.09863	1.09785	1.09791	676	0	0
2022.03.28	13:00:00	1.09791	1.09823	1.09742	1.09807	643	0	0
2022.03.28	13:10:00	1.09808	1.09820	1.09763	1.09797	618	0	0
2022.03.28	13:20:00	1.09797	1.09806	1.09743	1.09766	704	0	0
2022.03.28	13:30:00	1.09766	1.09830	1.09743	1.09774	1336	0	0
2022.03.28	13:40:00	1.09774	1.09856	1.09765	1.09830	707	0	0
2022.03.28	13:50:00	1.09830	1.09907	1.09817	1.09886	811	0	0
2022.03.28	14:00:00	1.09887	1.09926	1.09882	1.09920	884	0	0
2022.03.28	14:10:00	1.09920	1.09932	1.09860	1.09890	827	0	0
2022.03.28	14:20:00	1.09890	1.09915	1.09827	1.09838	802	0	0
2022.03.28	14:30:00	1.09838	1.09846	1.09711	1.09713	863	0	0
2022.03.28	14:40:00	1.09713	1.09713	1.09621	1.09658	1044	0	0
2022.03.28	14:50:00	1.09659	1.09688	1.09594	1.09637	1020	0	0
2022.03.28	15:00:00	1.09634	1.09687	1.09592	1.09656	971	0	0
2022.03.28	15:10:00	1.09657	1.09685	1.09613	1.09660	1124	0	0
2022.03.28	15:20:00	1.09659	1.09697	1.09606	1.09694	1292	0	0
2022.03.28	15:30:00	1.09691	1.09701	1.09553	1.09554	1441	0	0
2022.03.28	15:40:00	1.09555	1.09590	1.09513	1.09579	1625	0	0
2022.03.28	15:50:00	1.09580	1.09607	1.09546	1.09568	1270	0	0
2022.03.28	16:00:00	1.09567	1.09603	1.09503	1.09531	1144	0	0
2022.03.28	16:10:00	1.09533	1.09541	1.09464	1.09490	1242	0	0
2022.03.28	16:20:00	1.09489	1.09583	1.09481	1.09553	1150	0	0
2022.03.28	16:30:00	1.09554	1.09724	1.09554	1.09690	1679	0	0
2022.03.28	16:40:00	1.09690	1.09717	1.09654	1.09669	1098	0	0
2022.03.28	16:50:00	1.09670	1.09701	1.09643	1.09685	1370	0	0
2022.03.28	17:00:00	1.09684	1.09769	1.09638	1.09752	1523	0	0
2022.03.28	17:10:00	1.09752	1.09764	1.09708	1.09723	1187	0	0
2022.03.28	17:20:00	1.09723	1.09740	1.09698	1.09717	962	0	0
2022.03.28	17:30:00	1.09718	1.09761	1.09709	1.09738	1051	0	0
2022.03.28	17:40:00	1.09738	1.09786	1.09709	1.09724	1252	0	0
2022.03.28	17:50:00	1.09724	1.09748	1.09649	1.09698	1414	0	0
2022.03.28	18:00:00	1.09698	1.09735	1.09672	1.09725	1533	0	0
2022.03.28	18:10:00	1.09725	1.09750	1.09670	1.09749	843	0	0
2022.03.28	18:20:00	1.09749	1.09764	1.09702	1.09713	700	0	0
2022.03.28	18:30:00	1.09712	1.09725	1.09662	1.09679	920	0	0
2022.03.28	18:40:00	1.09680	1.09746	1.09678	1.09679	867	0	0
2022.03.28	18:50:00	1.09678	1.09763	1.09673	1.09762	854	0	0
2022.03.28	19:00:00	1.09762	1.09829	1.09739	1.09800	839	0	0
2022.03.28	19:10:00	1.09800	1.09859	1.09797	1.09855	687	0	0
2022.03.28	19:20:00	1.09849	1.09888	1.09843	1.09848	504	0	0
2022.03.28	19:30:00	1.09848	1.09915	1.09824	1.09910	670	0	0
2022.03.28	19:40:00	1.09911	1.09961	1.09897	1.09960	653	0	0
2022.03.28	19:50:00	1.09960	1.09994	1.09938	1.09938	739	0	0
2022.03.28	20:00:00	1.09938	1.09990	1.09930	1.09979	657	0	0
2022.03.28	20:10:00	1.09979	1.09987	1.09929	1.09951	515	0	0
2022.03.28	20:20:00	1.09950	1.09989	1.09947	1.09975	488	0	0
2022.03.28	20:30:00	1.09975	1.09981	1.09896	1.09929	618	0	0
2022.03.28	20:40:00	1.09928	1.09933	1.09870	1.09870	467	0	0
2022.03.28	20:50:00	1.09870	1.09879	1.09829	1.09829	304	0	0
2022.03.28	21:00:00	1.09829	1.09844	1.09804	1.09836	509	0	0
2022.03.28	21:10:00	1.09836	1.09840	1.09800	1.09811	442	0	0
2022.03.28	21:20:00	1.09811	1.09817	1.09775	1.09790	387	0	0
2022.03.28	21:30:00	1.09788	1.09829	1.09774	1.09792	372	0	0
2022.03.28	21:40:00	1.09792	1.09832	1.09784	1.09810	415	0	0
2022.03.28	21:50:00	1.09812	1.09907	1.09811	1.09904	778	0	0
2022.03.28	22:00:00	1.09905	1.09905	1.09844	1.09862	528	0	0
2022.03.28	22:10:00	1.09862	1.09867	1.09833	1.09841	500	0	0
2022.03.28	22:20:00	1.09843	1.09853	1.09800	1.09818	463	0	0
2022.03.28	22:30:00	1.09818	1.09824	1.09765	1.09766	299	0	0
2022.03.28	22:40:00	1.09766	1.09784	1.09747	1.09779	462	0	0
2022.03.28	22:50:00	1.09781	1.09896	1.09778	1.09876	939	0	0
2022.03.28	23:00:00	1.09879	1.09880	1.09847	1.09856	363	0	0
2022.03.28	23:10:00	1.09856	1.09878	1.09839	1.09860	183	0	4
2022.03.28	23:20:00	1.09860	1.09891	1.09860	1.09879	124	0	5
2022.03.28	23:30:00	1.09879	1.09881	1.09849	1.09851	100	0	5
2022.03.28	23:40:00	1.09851	1.09866	1.09840	1.09845	115	0	6
2022.03.28	23:50:00	1.09845	1.09869	1.09841	1.09859	164	0	6
2022.03.29	00:00:00	1.09834	1.09860	1.09795	1.09820	81	0	15
2022.03.29	00:10:00	1.09820	1.09847	1.09818	1.09820	70	0	28
2022.03.29	00:20:00	1.09823	1.09844	1.09821	1.09823	87	0	34
2022.03.29	00:30:00	1.09819	1.09851	1.09819	1.09844	66	0	28
2022.03.29	00:40:00	1.09844	1.09858	1.09840	1.09852	56	0	21
2022.03.29	00:50:00	1.09850	1.09854	1.09836	1.09836	55	0	24
2022.03.29	01:00:00	1.09839	1.09883	1.09839	1.09861	197	0	7
2022.03.29	01:10:00	1.09858	1.09869	1.09839	1.09863	93	0	7
2022.03.29	01:20:00	1.09863	1.09911	1.09863	1.09883	165	0	7
2022.03.29	01:30:00	1.09883	1.09926	1.09882	1.09921	89	0	7
2022.03.29	01:40:00	1.09927	1.09935	1.09905	1.09916	224	0	7
2022.03.29	01:50:00	1.09916	1.09933	1.09877	1.09877	174	0	7
2022.03.29	02:00:00	1.09877	1.09942	1.09875	1.09940	285	0	0
2022.03.29	02:10:00	1.09939	1.09976	1.09935	1.09969	346	0	0
2022.03.29	02:20:00	1.09970	1.09974	1.09939	1.09971	242	0	0
2022.03.29	02:30:00	1.09971	1.09972	1.09938	1.09952	247	0	0
2022.03.29	02:40:00	1.09951	1.09966	1.09934	1.09961	152	0	0
2022.03.29	02:50:00	1.09961	1.09963	1.09889	1.09907	366	0	0
2022.03.29	03:00:00	1.09908	1.09970	1.09907	1.09916	728	0	0
2022.03.29	03:10:00	1.09915	1.09949	1.09882	1.09894	941	0	0
2022.03.29	03:20:00	1.09894	1.09910	1.09868	1.09873	945	0	0
2022.03.29	03:30:00	1.09874	1.09901	1.09849	1.09896	687	0	0
2022.03.29	03:40:00	1.09896	1.09908	1.09835	1.09836	707	0	0
2022.03.29	03:50:00	1.09836	1.09843	1.09690	1.09735	1576	0	0
2022.03.29	04:00:00	1.09735	1.09773	1.09728	1.09748	989	0	0
2022.03.29	04:10:00	1.09749	1.09844	1.09738	1.09818	1113	0	0
2022.03.29	04:20:00	1.09818	1.09875	1.09818	1.09851	751	0	0
2022.03.29	04:30:00	1.09850	1.09916	1.09850	1.09911	661	0	0
2022.03.29	04:40:00	1.09912	1.09948	1.09899	1.09909	474	0	0
2022.03.29	04:50:00	1.09909	1.09933	1.09883	1.09924	445	0	0
2022.03.29	05:00:00	1.09921	1.09935	1.09911	1.09934	335	0	0
2022.03.29	05:10:00	1.09933	1.09948	1.09918	1.09948	257	0	0
2022.03.29	05:20:00	1.09948	1.09949	1.09907	1.09927	385	0	0
2022.03.29	05:30:00	1.09927	1.09929	1.09873	1.09921	436	0	0
2022.03.29	05:40:00	1.09917	1.09938	1.09892	1.09903	490	0	0
2022.03.29	05:50:00	1.09903	1.09938	1.09893	1.09923	690	0	0
2022.03.29	06:00:00	1.09923	1.09941	1.09916	1.09922	450	0	0
2022.03.29	06:10:00	1.09921	1.09941	1.09894	1.09913	341	0	0
2022.03.29	06:20:00	1.09914	1.09916	1.09877	1.09879	283	0	0
2022.03.29	06:30:00	1.09879	1.09917	1.09869	1.09871	750	0	0
2022.03.29	06:40:00	1.09871	1.09878	1.09843	1.09859	511	0	0
2022.03.29	06:50:00	1.09859	1.09928	1.09859	1.09928	628	0	0
2022.03.29	07:00:00	1.09928	1.09934	1.09913	1.09927	361	0	0
2022.03.29	07:10:00	1.09927	1.09948	1.09924	1.09945	326	0	0
2022.03.29	07:20:00	1.09944	1.09974	1.09931	1.09956	341	0	0
2022.03.29	07:30:00	1.09956	1.09971	1.09927	1.09931	484	0	0
2022.03.29	07:40:00	1.09931	1.09943	1.09903	1.09933	385	0	0
2022.03.29	07:50:00	1.09933	1.09941	1.09851	1.09854	410	0	0
2022.03.29	08:00:00	1.09854	1.09885	1.09836	1.09861	524	0	0
2022.03.29	08:10:00	1.09864	1.09870	1.09803	1.09803	543	0	0
2022.03.29	08:20:00	1.09803	1.09833	1.09794	1.09827	489	0	0
2022.03.29	08:30:00	1.09827	1.09842	1.09793	1.09797	441	0	0
2022.03.29	08:40:00	1.09797	1.09825	1.09792	1.09822	399	0	0
2022.03.29	08:50:00	1.09822	1.09860	1.09802	1.09833	576	0	0
2022.03.29	09:00:00	1.09831	1.09880	1.09827	1.09878	713	0	0
2022.03.29	09:10:00	1.09878	1.09938	1.09874	1.09919	671	0	0
2022.03.29	09:20:00	1.09919	1.09945	1.09887	1.09919	736	0	0
2022.03.29	09:30:00	1.09920	1.09969	1.09917	1.09941	814	0	0
2022.03.29	09:40:00	1.09941	1.10091	1.09925	1.10087	1023	0	0
2022.03.29	09:50:00	1.10086	1.10088	1.10015	1.10033	826	0	0
2022.03.29	10:00:00	1.10033	1.10068	1.10011	1.10017	1079	0	0
2022.03.29	10:10:00	1.10017	1.10035	1.09974	1.10007	1139	0	0
2022.03.29	10:20:00	1.10008	1.10151	1.10007	1.10147	1234	0	0
2022.03.29	10:30:00	1.10148	1.10183	1.10069	1.10093	1240	0	0
2022.03.29	10:40:00	1.10094	1.10094	1.10017	1.10057	1026	0	0
2022.03.29	10:50:00	1.10057	1.10072	1.09990	1.09997	1062	0	0
2022.03.29	11:00:00	1.09997	1.10050	1.09974	1.10050	981	0	0
2022.03.29	11:10:00	1.10050	1.10056	1.09948	1.09966	913	0	0
2022.03.29	11:20:00	1.09967	1.10026	1.09963	1.09992	858	0	0
2022.03.29	11:30:00	1.09994	1.09997	1.09921	1.09934	782	0	0
2022.03.29	11:40:00	1.09934	1.09973	1.09910	1.09928	892	0	0
2022.03.29	11:50:00	1.09928	1.09934	1.09792	1.09852	1249	0	0
2022.03.29	12:00:00	1.09852	1.10197	1.09751	1.10091	1746	0	0
2022.03.29	12:10:00	1.10091	1.10292	1.10046	1.10265	2054	0	0
2022.03.29	12:20:00	1.10265	1.10268	1.10159	1.10202	1410	0	0
2022.03.29	12:30:00	1.10201	1.10332	1.10195	1.10266	1390	0	0
2022.03.29	12:40:00	1.10266	1.10452	1.10264	1.10431	1475	0	0
2022.03.29	12:50:00	1.10431	1.10459	1.10365	1.10374	1306	0	0
2022.03.29	13:00:00	1.10374	1.10446	1.10350	1.10443	1171	0	0
2022.03.29	13:10:00	1.10443	1.10469	1.10362	1.10409	820	0	0
2022.03.29	13:20:00	1.10415	1.10580	1.10415	1.10510	998	0	0
2022.03.29	13:30:00	1.10511	1.10534	1.10470	1.10530	945	0	0
2022.03.29	13:40:00	1.10530	1.10569	1.10513	1.10521	803	0	0
2022.03.29	13:50:00	1.10521	1.10544	1.10434	1.10473	849	0	0
2022.03.29	14:00:00	1.10472	1.10534	1.10418	1.10524	894	0	0
2022.03.29	14:10:00	1.10523	1.10546	1.10417	1.10437	961	0	0
2022.03.29	14:20:00	1.10439	1.10445	1.10386	1.10416	900	0	0
2022.03.29	14:30:00	1.10416	1.10422	1.10318	1.10362	1177	0	0
2022.03.29	14:40:00	1.10361	1.11023	1.10361	1.10989	3256	0	0
2022.03.29	14:50:00	1.10988	1.11002	1.10785	1.10843	2918	0	0
2022.03.29	15:00:00	1.10845	1.10953	1.10789	1.10873	2293	0	0
2022.03.29	15:10:00	1.10875	1.10930	1.10797	1.10925	2088	0	0
2022.03.29	15:20:00	1.10929	1.11166	1.10918	1.11154	2194	0	0
2022.03.29	15:30:00	1.11154	1.11211	1.11011	1.11210	2066	0	0
2022.03.29	15:40:00	1.11211	1.11286	1.11080	1.11282	2303	0	0
2022.03.29	15:50:00	1.11281	1.11282	1.11112	1.11130	1823	0	0
2022.03.29	16:00:00	1.11130	1.11162	1.10969	1.11022	1676	0	0
2022.03.29	16:10:00	1.11021	1.11183	1.11021	1.11129	1759	0	0
2022.03.29	16:20:00	1.11128	1.11295	1.11124	1.11253	1759	0	0
2022.03.29	16:30:00	1.11257	1.11371	1.11221	1.11295	2412	0	0
2022.03.29	16:40:00	1.11296	1.11359	1.11205	1.11216	1837	0	0
2022.03.29	16:50:00	1.11215	1.11324	1.11204	1.11301	1885	0	0
2022.03.29	17:00:00	1.11302	1.11318	1.11173	1.11245	2169	0	0
2022.03.29	17:10:00	1.11253	1.11292	1.11073	1.11099	2184	0	0
2022.03.29	17:20:00	1.11099	1.11117	1.11005	1.11024	1833	0	0
2022.03.29	17:30:00	1.11024	1.11136	1.11000	1.11122	1655	0	0
2022.03.29	17:40:00	1.11122	1.11145	1.10911	1.11035	2412	0	0
2022.03.29	17:50:00	1.11036	1.11065	1.10905	1.11000	2292	0	0
2022.03.29	18:00:00	1.10996	1.11170	1.10985	1.11102	2153	0	0
2022.03.29	18:10:00	1.11103	1.11155	1.11067	1.11088	1074	0	0
